"sessionId","sampleIndex","timestampMs","elapsedSeconds","mode","reason","renderXMeters","renderYMeters","bleXMeters","bleYMeters","hasBleFix","truthSource","isEvaluationSample","isBleEvaluationSample","groundTruthXMeters","groundTruthYMeters","errorMeters","bleRawErrorMeters","liveCount","filteredCount","adaptiveTuningEnabled","bleQualityScore","pdrQualityScore","rssiNoiseDb","bleMeasurementStdMeters","bleResidualRmsMeters","bleResidualMaxMeters","motionState","recordingEnabled","trialLabel"
"20260531_035602_816","0","1780189005684","42.868","ANCHOR","MAP_TAP","1.2580","0.3873","","","False","MANUAL_ANCHOR","False","False","1.2580","0.3873","0.0000","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","STATIC"
"20260531_035602_816","1","1780189007101","44.285","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","STATIC"
"20260531_035602_816","2","1780189012394","49.578","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","STATIC"
"20260531_035602_816","3","1780189015506","52.690","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","STATIC"
"20260531_035602_816","4","1780189020604","57.788","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","STATIC"
"20260531_035602_816","5","1780189024290","61.474","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","STATIC"
"20260531_035602_816","6","1780189031006","68.190","PDR_ONLY","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","STATIC"
"20260531_035602_816","7","1780189033125","70.309","PDR_ONLY","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","8","1780189036338","73.522","PDR_ONLY","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","9","1780189039410","76.594","PDR_ONLY","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","10","1780189043373","80.557","PDR_ONLY","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","11","1780189048383","85.567","PDR_ONLY","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","12","1780189054304","91.488","PDR_ONLY","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","13","1780189056268","93.452","PDR_ONLY","MODE_SELECTED","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","14","1780189057353","94.537","PDR_ONLY","MODE_SELECTED","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","15","1780189061295","98.479","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","16","1780189066384","103.568","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","17","1780189072350","109.534","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","18","1780189075387","112.571","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","19","1780189079510","116.694","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260531_035602_816","20","1780189084410","121.594","FUSION","LESS_THAN_3_BEACONS","1.2580","0.3873","","","False","NONE","False","False","","","","","1","1","True","0.0000","1.0000","0.0000","0.9000","","","STATIONARY","True","WALK"
"20260602_180307_720","0","1780412608621","20.901","FUSION","OK","0.9111","1.7745","0.9111","1.7745","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","1.4826","0.6000","0.0582","0.0835","FIXED","True","UNLABELED"
"20260602_180307_720","1","1780412616282","28.562","ANCHOR","MAP_TAP","0.7372","0.6544","","","False","MANUAL_ANCHOR","False","False","0.7372","0.6544","0.0000","","3","3","False","1.0000","1.0000","1.4826","0.6000","0.0582","0.0835","FIXED","True","UNLABELED"
"20260602_180307_720","2","1780412619491","31.771","ANCHOR","MAP_TAP","0.6864","0.6437","","","False","MANUAL_ANCHOR","False","False","0.6864","0.6437","0.0000","","3","3","False","0.0000","1.0000","0.0000","0.6000","0.7545","0.9657","FIXED","True","UNLABELED"
"20260602_180307_720","3","1780412620334","32.614","ANCHOR","MAP_TAP","0.6090","0.6170","","","False","MANUAL_ANCHOR","False","False","0.6090","0.6170","0.0000","","3","3","False","0.0000","1.0000","0.0000","0.6000","0.7545","0.9657","FIXED","True","UNLABELED"
"20260602_180444_557","0","1780412694110","9.553","ANCHOR","MAP_TAP","0.6357","0.6197","","","False","MANUAL_ANCHOR","False","False","0.6357","0.6197","0.0000","","3","3","False","0.0000","1.0000","1.4826","0.9000","0.3601","0.4615","FIXED","True","STATIC"
"20260602_180444_557","1","1780412712202","27.645","FUSION","LESS_THAN_3_BEACONS","0.6357","0.6197","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_180444_557","2","1780412715493","30.936","FUSION","LESS_THAN_3_BEACONS","0.6357","0.6197","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.7413","0.9000","","","FIXED","True","STATIC"
"20260602_180444_557","3","1780412726209","41.652","FUSION","LESS_THAN_3_BEACONS","0.6357","0.6197","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_181209_489","0","1780413144944","15.455","ANCHOR","MAP_TAP","0.6143","0.6437","","","False","MANUAL_ANCHOR","False","False","0.6143","0.6437","0.0000","","3","3","False","0.0000","1.0000","2.9652","0.9000","0.8690","1.2451","FIXED","True","UNLABELED"
"20260602_181209_489","1","1780413174036","44.547","FUSION","LESS_THAN_3_BEACONS","0.6143","0.6437","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","2.2239","0.9000","","","FIXED","True","STATIC"
"20260602_182358_677","0","1780413842828","4.151","FUSION","OK","1.4434","1.9878","1.4434","1.9878","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","2.2239","0.6000","0.0096","0.0128","FIXED","True","UNLABELED"
"20260602_182358_677","1","1780413844194","5.517","FUSION","MODE_SELECTED","1.4434","1.9878","1.4434","1.9878","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","2.2239","0.6000","0.0096","0.0128","FIXED","True","UNLABELED"
"20260602_182358_677","2","1780413846092","7.415","FUSION","MODE_SELECTED","1.4434","1.9878","1.4434","1.9878","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","2.2239","0.6000","0.0096","0.0128","FIXED","True","STATIC"
"20260602_182358_677","3","1780413849411","10.734","FUSION","OK","1.8721","0.6095","1.9103","0.4866","True","STATIC_POINT","True","True","0.5000","0.5000","1.3765","1.4104","3","3","False","1.0000","1.0000","1.4826","0.6000","0.0769","0.1126","FIXED","True","STATIC"
"20260602_182358_677","4","1780413855151","16.474","FUSION","OK","0.8790","1.4335","0.5099","2.0059","True","STATIC_POINT","True","True","0.5000","0.5000","1.0075","1.5059","3","3","False","1.0000","1.0000","0.0000","0.6000","0.4663","0.5981","FIXED","True","STATIC"
"20260602_182358_677","5","1780413860463","21.786","FUSION","OK","0.0745","1.8797","0.0506","1.5549","True","STATIC_POINT","True","True","0.5000","0.5000","1.4438","1.1467","3","3","False","1.0000","1.0000","0.0000","0.6000","0.1697","0.2195","FIXED","True","STATIC"
"20260602_182358_677","6","1780413863561","24.884","FUSION","OK","0.6244","1.8332","0.9661","1.9618","True","STATIC_POINT","True","True","0.5000","0.5000","1.3390","1.5343","3","3","False","1.0000","1.0000","0.0000","0.6000","0.3179","0.3996","FIXED","True","STATIC"
"20260602_182358_677","7","1780413867052","28.375","FUSION","OK","1.0275","1.8336","1.0952","1.7776","True","STATIC_POINT","True","True","0.5000","0.5000","1.4342","1.4095","3","3","False","1.0000","1.0000","2.4710","0.6000","0.2132","0.3078","FIXED","True","STATIC"
"20260602_182358_677","8","1780413872589","33.912","FUSION","OK","1.4880","1.8357","1.7095","1.8620","True","STATIC_POINT","True","True","0.5000","0.5000","1.6614","1.8215","3","3","False","1.0000","1.0000","0.0000","0.6000","0.2411","0.3355","FIXED","True","STATIC"
"20260602_182358_677","9","1780413875633","36.956","FUSION","OK","1.5676","1.8803","1.5006","1.8933","True","STATIC_POINT","True","True","0.5000","0.5000","1.7450","1.7154","3","3","False","1.0000","1.0000","2.4710","0.6000","0.0585","0.0832","FIXED","True","STATIC"
"20260602_182358_677","10","1780413880556","41.879","FUSION","OK","1.6236","1.9805","1.6841","2.0298","True","STATIC_POINT","True","True","0.5000","0.5000","1.8586","1.9345","3","3","False","1.0000","1.0000","0.0000","0.6000","0.3202","0.3913","FIXED","True","STATIC"
"20260602_182358_677","11","1780413884473","45.796","FUSION","OK","1.7098","2.0056","1.7292","1.9948","True","STATIC_POINT","True","True","0.5000","0.5000","1.9315","1.9353","3","3","False","1.0000","1.0000","0.4942","0.6000","0.3166","0.3844","FIXED","True","STATIC"
"20260602_182358_677","12","1780413892390","53.713","ANCHOR","MAP_TAP","0.6464","0.7051","","","False","MANUAL_ANCHOR","False","False","0.6464","0.7051","0.0000","","3","3","False","1.0000","1.0000","0.4942","0.6000","0.3166","0.3844","FIXED","True","STATIC"
"20260602_182358_677","13","1780413894037","55.360","ANCHOR","MAP_TAP","0.6357","0.6464","","","False","MANUAL_ANCHOR","False","False","0.6357","0.6464","0.0000","","3","3","False","1.0000","1.0000","1.9768","0.6000","0.1466","0.1742","FIXED","True","STATIC"
"20260602_184527_148","0","1780415128833","1.685","FUSION","OK","1.5553","2.1842","1.5553","2.1842","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","1.4826","0.6000","0.4967","0.5847","FIXED","True","UNLABELED"
"20260602_184527_148","1","1780415195636","68.488","FUSION","OK","1.7530","1.2626","1.7402","1.3173","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","1.4826","0.6000","0.0942","0.1533","FIXED","True","STATIC"
"20260602_184804_826","0","1780415285637","0.811","FUSION","OK","1.6013","2.0167","1.6013","2.0167","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","0.0000","0.6000","0.4214","0.5824","FIXED","True","UNLABELED"
"20260602_184804_826","1","1780415291419","6.593","FUSION","OK","1.3510","2.3787","1.3331","2.4046","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","1.9768","0.6000","0.6641","0.7278","FIXED","True","UNLABELED"
"20260602_185250_796","0","1780415573200","2.404","FUSION","OK","0.9273","1.9952","0.9273","1.9952","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","4.4478","0.6000","0.3678","0.5192","FIXED","True","UNLABELED"
"20260602_185250_796","1","1780415577707","6.911","FUSION","OK","1.2768","2.0743","1.3018","2.0800","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","0.4942","0.6000","0.3810","0.5498","FIXED","True","UNLABELED"
"20260602_185250_796","2","1780415649450","78.654","FUSION","OK","2.0673","1.2859","2.0808","1.3447","True","STATIC_POINT","True","True","2.0000","0.5000","0.7888","0.8485","3","3","False","1.0000","1.0000","0.0000","0.6000","0.4071","0.6208","FIXED","True","STATIC"
"20260602_185503_790","0","1780415705980","2.190","FUSION","OK","1.6664","1.9583","1.6664","1.9583","True","NONE","False","False","","","","","3","3","False","1.0000","1.0000","0.0000","0.6000","0.3527","0.4802","FIXED","True","UNLABELED"
"20260602_185503_790","1","1780415714576","10.786","ANCHOR","MODE_SELECTED","1.8830","0.6677","","","False","NONE","False","False","","","","","3","3","False","1.0000","1.0000","2.4710","0.6000","0.4236","0.5487","FIXED","True","STATIC"
"20260602_185503_790","2","1780415731392","27.602","FUSION","OK","1.2339","0.6114","1.1759","0.6064","True","STATIC_POINT","True","True","2.0000","0.5000","0.7742","0.8309","3","3","False","1.0000","1.0000","0.4942","0.6000","0.2072","0.3436","FIXED","True","STATIC"
"20260602_185503_790","3","1780415736500","32.710","FUSION","LESS_THAN_3_BEACONS","1.2339","0.6114","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","1.4826","0.6000","","","FIXED","True","STATIC"
"20260602_185503_790","4","1780415746321","42.531","FUSION","OK","1.1125","0.9556","1.2500","1.0595","True","STATIC_POINT","True","True","2.0000","0.5000","0.9976","0.9357","3","3","False","1.0000","1.0000","0.4942","0.6000","0.0601","0.1024","FIXED","True","STATIC"
"20260602_185639_824","0","1780415833235","33.411","FUSION","LESS_THAN_3_BEACONS","1.8990","0.6704","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","4.4478","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","1","1780415838728","38.904","FUSION","LESS_THAN_3_BEACONS","1.8990","0.6704","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","2","1780415843232","43.408","FUSION","LESS_THAN_3_BEACONS","1.8990","0.6704","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","3","1780415848364","48.540","FUSION","LESS_THAN_3_BEACONS","1.8990","0.6704","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","2.9652","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","4","1780415851450","51.626","FUSION","LESS_THAN_3_BEACONS","1.8990","0.6704","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","2.9652","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","5","1780415855561","55.737","FUSION","LESS_THAN_3_BEACONS","1.8990","0.6704","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","2.9652","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","6","1780415860270","60.446","FUSION","LESS_THAN_3_BEACONS","1.8990","0.6704","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","2.9652","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","7","1780415866387","66.563","FUSION","LESS_THAN_3_BEACONS","1.8990","0.6704","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","2.9652","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","8","1780415869018","69.194","FUSION","DEAD_RECKONING","2.2204","0.1402","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","2.9652","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","9","1780415870021","70.197","FUSION","DEAD_RECKONING","2.5000","0.0000","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","2.9652","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","10","1780415874980","75.156","FUSION","LESS_THAN_3_BEACONS","2.5000","0.0000","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","4.4478","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","11","1780415878863","79.039","FUSION","LESS_THAN_3_BEACONS","2.5000","0.0000","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","4.4478","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","12","1780415884402","84.578","FUSION","LESS_THAN_3_BEACONS","2.5000","0.0000","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","4.4478","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","13","1780415887462","87.638","FUSION","LESS_THAN_3_BEACONS","2.5000","0.0000","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","5.9304","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","14","1780415891356","91.532","FUSION","LESS_THAN_3_BEACONS","2.5000","0.0000","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","1.4826","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","15","1780415896501","96.677","FUSION","LESS_THAN_3_BEACONS","2.5000","0.0000","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","1.4826","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","16","1780415899595","99.771","FUSION","LESS_THAN_3_BEACONS","2.5000","0.0000","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","7.4130","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","17","1780415903066","103.242","FUSION","LESS_THAN_3_BEACONS","2.5000","0.0000","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","1.4826","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","18","1780415905612","105.788","ANCHOR","MAP_TAP","1.9418","0.7238","","","False","MANUAL_ANCHOR","False","False","1.9418","0.7238","0.0000","","1","1","False","0.0000","1.0000","1.4826","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","19","1780415910626","110.802","FUSION","LESS_THAN_3_BEACONS","1.9418","0.7238","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","20","1780415914519","114.695","FUSION","LESS_THAN_3_BEACONS","1.9418","0.7238","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_185639_824","21","1780415920286","120.462","FUSION","LESS_THAN_3_BEACONS","1.9418","0.7238","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190145_516","0","1780416161028","55.512","FUSION","LESS_THAN_3_BEACONS","1.2901","1.2981","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190145_516","1","1780416172719","67.203","FUSION","LESS_THAN_3_BEACONS","1.2901","1.2981","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","2.2239","0.9000","","","FIXED","True","STATIC"
"20260602_190145_516","2","1780416193769","88.253","FUSION","DEAD_RECKONING","0.7729","1.6400","","","False","NONE","False","False","","","","","3","3","False","0.0000","1.0000","0.0000","0.9000","0.9901","1.1103","FIXED","True","STATIC"
"20260602_190145_516","3","1780416194770","89.254","FUSION","DEAD_RECKONING","0.2845","2.1505","","","False","NONE","False","False","","","","","3","3","False","0.0000","1.0000","0.0000","0.9000","0.9901","1.1103","FIXED","True","STATIC"
"20260602_190145_516","4","1780416195770","90.254","FUSION","DEAD_RECKONING","0.0000","2.5000","","","False","NONE","False","False","","","","","3","3","False","0.0000","1.0000","0.0000","0.9000","0.9901","1.1103","FIXED","True","STATIC"
"20260602_190145_516","5","1780416196053","90.537","FUSION","OK","1.7981","1.9176","1.8264","1.9084","True","STATIC_POINT","True","True","1.2500","1.2500","0.8638","0.8751","3","3","False","1.0000","1.0000","2.4710","0.9000","0.6109","0.7825","FIXED","True","STATIC"
"20260602_190332_653","0","1780416245132","32.479","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","10.3782","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","1","1780416249419","36.766","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","2","1780416256435","43.782","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","4.4478","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","3","1780416261149","48.496","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","1.4826","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","4","1780416264439","51.786","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","5","1780416268149","55.496","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","2.9652","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","6","1780416273276","60.623","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","1.4826","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","7","1780416276349","63.696","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","8","1780416279455","66.802","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","9","1780416287401","74.748","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","2.9652","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","10","1780416291109","78.456","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","5.9304","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","11","1780416294410","81.757","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","4.4478","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","12","1780416297919","85.266","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","5.9304","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","13","1780416303804","91.151","FUSION","LESS_THAN_3_BEACONS","1.3114","1.2634","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","1.4826","0.9000","","","FIXED","True","STATIC"
"20260602_190332_653","14","1780416307889","95.236","FUSION","DEAD_RECKONING","0.8435","1.6701","","","False","NONE","False","False","","","","","1","1","False","0.0000","1.0000","1.4826","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","0","1780416332660","13.528","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.7413","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","1","1780416334761","15.629","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","2","1780416337833","18.701","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","1.4826","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","3","1780416345846","26.714","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.7413","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","4","1780416349579","30.447","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","5","1780416357969","38.837","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","6","1780416362055","42.923","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.7413","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","7","1780416370061","50.929","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.7413","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","8","1780416373579","54.447","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.7413","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","9","1780416379703","60.571","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","10","1780416382759","63.627","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.7413","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","11","1780416386668","67.536","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","12","1780416391561","72.429","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","1.4826","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","13","1780416400792","81.660","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","14","1780416404079","84.947","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.0000","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","15","1780416409593","90.461","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","2.9652","0.9000","","","FIXED","True","STATIC"
"20260602_190519_132","16","1780416418194","99.062","FUSION","LESS_THAN_3_BEACONS","1.2046","1.2233","","","False","NONE","False","False","","","","","3","2","False","0.0000","1.0000","0.7413","0.9000","","","FIXED","True","STATIC"
