sampleIndex,timestampMs,elapsedMs,mode,reason,renderXMeters,renderYMeters,renderRow,renderCol,bleXMeters,bleYMeters,bleRow,bleCol,hasBleFix,groundTruthXMeters,groundTruthYMeters,groundTruthRow,groundTruthCol,truthSource,evaluationEligible,errorMeters,bleErrorMeters,liveCount,filteredCount,adaptiveTuningEnabled,bleQualityScore,pdrQualityScore,rssiNoiseDb,bleMeasurementStdMeters,bleResidualRmsMeters,bleResidualMaxMeters,motionState,recordingEnabled,trialLabel
0,1780430423943,7165,FUSION,DEAD_RECKONING,0.901570,1.407890,2.252625,1.442512,,,,,false,,,,,NONE,false,,,3,3,false,0.000000,1.000000,0.000000,0.900000,0.941521,1.002201,FIXED,true,WALK
1,1780430427946,11168,FUSION,DEAD_RECKONING,1.367285,0.691058,1.105693,2.187657,,,,,false,,,,,NONE,false,,,3,3,false,0.000000,1.000000,0.000000,0.900000,0.941521,1.002201,FIXED,true,WALK
2,1780430433948,17170,FUSION,DEAD_RECKONING,1.848309,0.000000,0.000000,2.957294,,,,,false,,,,,NONE,false,,,3,3,false,0.000000,1.000000,1.482600,0.900000,0.980857,1.085136,FIXED,true,WALK
3,1780430434948,18170,FUSION,DEAD_RECKONING,2.231094,0.000000,0.000000,3.569750,,,,,false,,,,,NONE,false,,,3,3,false,0.000000,1.000000,1.482600,0.900000,0.980857,1.085136,FIXED,true,WALK
4,1780430435948,19170,FUSION,DEAD_RECKONING,2.500000,0.000000,0.000000,4.000000,,,,,false,,,,,NONE,false,,,3,3,false,0.000000,1.000000,4.447800,0.900000,0.950085,1.088956,FIXED,true,WALK
5,1780430438440,21662,FUSION,LESS_THAN_3_BEACONS,2.500000,0.000000,0.000000,4.000000,,,,,false,,,,,NONE,false,,,3,2,false,0.000000,1.000000,0.000000,0.900000,,,FIXED,true,WALK
6,1780430452961,36183,FUSION,DEAD_RECKONING,1.928481,0.240346,0.384553,3.085570,,,,,false,,,,,NONE,false,,,3,3,false,0.000000,1.000000,4.942000,0.900000,0.763329,0.993397,FIXED,true,WALK
7,1780430453446,36668,FUSION,OK,1.563060,2.194470,3.511152,2.500897,1.562988,2.194955,3.511928,2.500781,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,1.482600,0.900000,0.696980,0.844162,FIXED,true,WALK
8,1780430455963,39185,FUSION,DEAD_RECKONING,0.828212,2.500000,4.000000,1.325139,,,,,false,,,,,NONE,false,,,3,3,false,1.000000,1.000000,1.482600,0.900000,0.696980,0.844162,FIXED,true,WALK
9,1780430456964,40186,FUSION,DEAD_RECKONING,0.025307,2.500000,4.000000,0.040490,,,,,false,,,,,NONE,false,,,3,3,false,0.000000,1.000000,0.000000,0.900000,0.847374,0.969836,FIXED,true,WALK
10,1780430459797,43019,FUSION,LESS_THAN_3_BEACONS,0.000000,2.500000,4.000000,0.000000,,,,,false,,,,,NONE,false,,,3,2,false,0.000000,1.000000,0.000000,0.900000,,,FIXED,true,WALK
