sampleIndex,timestampMs,elapsedMs,mode,reason,renderXMeters,renderYMeters,renderRow,renderCol,bleXMeters,bleYMeters,bleRow,bleCol,hasBleFix,groundTruthXMeters,groundTruthYMeters,groundTruthRow,groundTruthCol,truthSource,evaluationEligible,errorMeters,bleErrorMeters,liveCount,filteredCount,adaptiveTuningEnabled,bleQualityScore,pdrQualityScore,rssiNoiseDb,bleMeasurementStdMeters,bleResidualRmsMeters,bleResidualMaxMeters,motionState,recordingEnabled,trialLabel
0,1780416972695,799,FUSION,OK,1.912910,1.841971,2.947153,3.060656,1.912910,1.841971,2.947153,3.060656,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,4.077150,0.600000,0.468071,0.565632,FIXED,true,UNLABELED
1,1780416977618,5722,ANCHOR,MAP_TAP,1.960470,1.866987,2.987180,3.136752,,,,,false,,,,,NONE,false,,,3,3,false,1.000000,1.000000,4.077150,0.600000,0.468071,0.565632,FIXED,true,STATIC
2,1780416987674,15778,FUSION,OK,1.446818,2.289496,3.663193,2.314909,1.400997,2.327186,3.723498,2.241595,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.494200,0.600000,0.644749,0.746263,FIXED,true,STATIC
3,1780416990961,19065,FUSION,OK,1.551595,2.239823,3.583718,2.482552,1.712472,2.116960,3.387137,2.739955,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,1.482600,0.600000,0.334965,0.429056,FIXED,true,STATIC
4,1780416996271,24375,FUSION,OK,1.614734,2.192677,3.508284,2.583574,1.496693,2.282761,3.652417,2.394708,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.000000,0.600000,0.562631,0.671743,FIXED,true,STATIC
5,1780417004739,32843,FUSION,OK,1.565548,2.204077,3.526523,2.504876,1.596252,2.165824,3.465318,2.554003,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.000000,0.600000,0.521506,0.622098,FIXED,true,STATIC
6,1780417008611,36715,FUSION,OK,1.543587,2.216205,3.545927,2.469740,1.518381,2.239974,3.583958,2.429410,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.494200,0.600000,0.564980,0.660661,FIXED,true,STATIC
7,1780417017215,45319,FUSION,OK,1.525504,2.217010,3.547217,2.440807,1.527073,2.206512,3.530419,2.443317,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.000000,0.600000,0.506403,0.597726,FIXED,true,STATIC
8,1780417021725,49829,FUSION,OK,1.702365,2.042074,3.267319,2.723784,1.801502,1.948498,3.117596,2.882404,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.494200,0.600000,0.401470,0.476292,FIXED,true,STATIC
9,1780417026398,54502,FUSION,OK,1.552274,2.204128,3.526605,2.483638,1.418302,2.342216,3.747546,2.269283,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.988400,0.600000,0.611392,0.695038,FIXED,true,STATIC
10,1780417038441,66545,FUSION,OK,1.433302,2.340492,3.744787,2.293284,1.431478,2.349931,3.759889,2.290364,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.000000,0.600000,0.654399,0.774687,FIXED,true,STATIC
11,1780417040002,68106,FUSION,OK,1.433302,2.340492,3.744787,2.293284,1.431478,2.349931,3.759889,2.290364,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.000000,0.600000,0.654399,0.774687,FIXED,true,FUSION
