sampleIndex,timestampMs,elapsedMs,mode,reason,renderXMeters,renderYMeters,renderRow,renderCol,bleXMeters,bleYMeters,bleRow,bleCol,hasBleFix,groundTruthXMeters,groundTruthYMeters,groundTruthRow,groundTruthCol,truthSource,evaluationEligible,errorMeters,bleErrorMeters,liveCount,filteredCount,adaptiveTuningEnabled,bleQualityScore,pdrQualityScore,rssiNoiseDb,bleMeasurementStdMeters,bleResidualRmsMeters,bleResidualMaxMeters,motionState,recordingEnabled,trialLabel
0,1780423626705,1307,FUSION,OK,2.213532,0.797075,1.275321,3.541651,2.213532,0.797075,1.275321,3.541651,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,1.482600,0.600000,0.445970,0.681557,FIXED,true,UNLABELED
1,1780423670256,44858,FUSION,OK,1.235559,1.935461,3.096738,1.976894,1.324317,2.123876,3.398201,2.118908,true,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.494200,0.900000,0.470783,0.677504,FIXED,true,WALK
2,1780423671606,46208,FUSION,DEAD_RECKONING,2.500000,1.428335,2.285335,4.000000,,,,,false,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.494200,0.900000,0.470783,0.677504,FIXED,true,WALK
3,1780423672608,47210,FUSION,DEAD_RECKONING,2.500000,1.155896,1.849433,4.000000,,,,,false,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.494200,0.900000,0.470783,0.677504,FIXED,true,WALK
4,1780423673610,48212,FUSION,DEAD_RECKONING,2.500000,1.032824,1.652518,4.000000,,,,,false,,,,,NONE,false,,,3,3,false,1.000000,1.000000,0.494200,0.900000,0.470783,0.677504,FIXED,true,WALK
5,1780423675622,50224,FUSION,DEAD_RECKONING,2.500000,0.510496,0.816794,4.000000,,,,,false,,,,,NONE,false,,,3,3,false,0.000000,1.000000,1.482600,0.900000,0.891676,1.055856,FIXED,true,WALK
6,1780423676624,51226,FUSION,DEAD_RECKONING,2.500000,0.205907,0.329451,4.000000,,,,,false,,,,,NONE,false,,,3,3,false,0.000000,1.000000,1.482600,0.900000,0.891676,1.055856,FIXED,true,WALK
7,1780423681101,55703,FUSION,LESS_THAN_3_BEACONS,2.500000,0.205907,0.329451,4.000000,,,,,false,,,,,NONE,false,,,3,2,false,0.000000,1.000000,0.000000,0.900000,,,FIXED,true,WALK
8,1780423686008,60610,FUSION,LESS_THAN_3_BEACONS,2.500000,0.205907,0.329451,4.000000,,,,,false,,,,,NONE,false,,,3,2,false,0.000000,1.000000,2.965200,0.900000,,,FIXED,true,WALK
9,1780423687631,62233,FUSION,DEAD_RECKONING,2.500000,0.000000,0.000000,4.000000,,,,,false,,,,,NONE,false,,,3,2,false,0.000000,1.000000,2.965200,0.900000,,,FIXED,true,WALK
